id,Price
11270,45789
15936,9012
4179,27248
9959,7076
7667,19731
16015,16765
6853,15634
5275,11540
9317,10893
14799,28231
11809,34338
17440,8414
16458,18360
18227,31142
3530,46822
4569,3034
10721,17594
12527,16800
5563,6564
9862,8618
7871,8955
13696,6551
8230,5827
15533,7180
8370,9275
751,10585
3437,7059
17912,1921
247,14241
7628,1597
4912,10552
93,6350
9463,5429
1400,5767
8935,6129
4078,32373
17217,2170
10148,16980
8861,4708
18841,28354
2283,43437
6514,19475
6599,10233
9174,20567
533,14739
10983,15564
1831,11363
6061,16597
7257,31171
5846,23644
18078,8473
6702,4380
9025,13317
18035,6913
19103,4416
14330,10732
16700,10020
14359,17336
13640,10474
4829,18163
9630,16369
4438,7892
2618,17327
10250,15927
18506,10628
2493,8003
8131,7295
13537,5808
15358,3895
2818,11712
6236,8067
470,17428
16058,25139
16732,7101
193,6537
6935,7607
14401,3895
7896,9371
3430,15017
9245,9102
204,5768
10646,13446
4318,24841
14810,28985
10743,6951
16842,9120
11761,23792
4706,15821
17428,10732
7388,7116
1471,9677
827,19502
8764,20396
4819,17508
14949,8949
2544,10355
13445,7580
11751,32382
5619,5602
14274,4861
11197,4169
9310,16964
12660,4853
12097,20021
2421,10353
13778,7352
16722,27168
18966,8841
8212,17022
5446,11132
14856,5962
9466,17585
12137,15367
18150,24531
15162,17085
12793,13278
18912,24841
13098,12692
7002,4626
8405,9085
1900,3550
13510,8881
16847,11565
4704,14955
3275,15193
17640,10147
18086,20653
7848,4084
8713,4108
10570,12938
3910,2675
5848,22132
17162,9214
5796,14981
7794,14801
11404,38570
4,11740
16012,3181
650,58688
318,11187
4871,18925
14423,15968
8134,13253
16585,15011
16314,12397
4570,15606
18860,2121
17671,14981
14194,12312
8099,36740
16326,13314
17121,7053
15901,4554
9309,43758
1222,58839
13693,7472
1965,2792
3203,16129
2006,35430
2198,9432
11707,4664
5386,7230
4997,33444
4255,34411
4608,43728
8107,21215
8471,13826
17693,21019
17161,19387
7563,6288
11554,50969
14481,9477
1750,11020
4590,59592
16903,11157
12883,6278
5297,25344
9218,12632
11723,10286
5450,5974
6995,27105
1069,35873
10316,14624
15725,12827
16217,16205
8318,10276
3028,74688
10738,15930
15255,19952
3363,3598
147,9308
7129,5479
18571,6984
7968,16901
6197,26964
16079,34201
3649,17218
9868,21833
8298,30680
14434,4695
12610,15289
4268,11887
18324,13134
14025,4972
6815,20496
72,44829
15976,32467
10389,12683
5966,8741
86,26757
11738,36751
11803,10657
14738,17570
15430,26198
15026,7115
6857,11167
10255,29479
18576,13233
19072,6344
2038,13787
3198,14704
7614,20279
10422,6015
3798,21510
11683,4702
18469,34023
4086,6085
1231,14389
4060,26886
17238,12440
5531,20021
3507,28024
1522,10324
6887,32840
13764,8329
4102,5893
16110,11612
1657,35917
10091,9026
1581,5430
13193,24952
6532,13558
11134,15525
9891,6494
13796,9076
10952,7609
3111,8715
3106,22550
18736,7022
6385,4152
10249,8572
16265,9828
5782,19458
2160,6397
4858,11557
6946,10741
389,9380
8701,12817
17629,16094
9629,6640
9016,9936
11820,9894
5677,13558
702,7514
2587,16203
3672,1461
10226,3045
4720,7575
3985,11990
17726,9753
4920,32090
6459,52697
6732,7918
14788,21896
12016,4828
15307,14865
8237,7308
15669,24493
18289,7169
9602,27165
18226,30193
8548,6194
13861,2843
5513,7915
9173,21313
6484,18056
6194,6915
11772,25132
14283,8937
13656,9086
14680,23252
5930,8614
17156,4923
7424,12442
6499,12723
14378,10268
19099,3652
16799,3996
1037,15966
15736,21964
3477,32207
1461,10027
14995,4388
3665,7980
6871,11178
12121,5152
10827,36797
3148,14694
13316,11191
745,9229
16210,13077
14955,7848
11059,11093
7837,21878
5788,4095
9467,3435
6063,11077
14576,9158
6114,15392
16009,22908
14369,16964
17413,15389
6240,2812
10796,14111
5420,12695
18513,16221
351,8526
16184,12315
2578,23578
1257,1994
17799,15384
3929,13614
17104,28645
754,10007
13848,14416
14469,4176
4333,13804
1645,10832
10450,8224
10480,13827
9657,7148
18669,38038
4076,17145
2350,18417
5348,4193
5132,14110
1235,3227
14731,7160
8685,18735
10579,13163
3069,34397
18585,3378
13386,7287
17310,44032
18755,11020
14887,13612
17877,19745
12407,38416
15506,5650
17734,11805
649,8142
15861,6233
17228,7644
107,10310
18895,12962
13300,16964
232,29342
2886,33530
10758,12275
7020,21787
7708,7077
11445,31418
481,61181
17083,23729
18956,5959
17106,10403
13428,13300
17151,10155
1156,8735
16148,18672
16414,19321
8119,19606
15548,12790
7084,7454
977,37661
2389,20018
8683,24959
5339,-1998
13235,39169
13051,8765
17050,16021
8661,9648
1454,5774
13668,25622
16724,17618
10083,6448
6609,4221
11922,48211
13982,10940
10795,26823
2725,26018
11836,57384
18002,4167
19067,13185
18949,10978
16361,14400
8006,6939
11699,38938
8102,6739
6716,23778
7006,22848
5465,5053
12550,25044
12531,24751
10223,6813
10146,4480
18465,16231
16926,33743
5215,8916
15439,4986
11667,3558
8093,3507
5340,9116
1658,10301
3795,19960
4301,42113
2843,18705
10938,10112
18326,25168
8513,4955
5431,38173
4463,18133
310,8387
15447,8841
5314,31511
17022,19821
8394,4780
6684,9101
9102,23957
9234,4821
7738,12282
18913,8686
10844,9181
12844,12168
15742,2198
18579,9892
5026,2931
14458,4221
6115,11165
17348,65008
10373,17050
13850,39590
14057,3982
7605,10370
5510,9625
2087,25592
5929,2792
3051,2941
1286,11178
9668,12737
3432,12361
15317,16460
1546,9076
12222,35955
12039,2931
8756,4390
19232,7915
11653,12750
4354,15305
3560,8175
123,1933
3257,20548
18079,12802
5407,19278
14189,38932
982,19612
4680,9689
10737,12007
14711,4388
18098,9698
14501,9978
10634,15628
3591,7570
14455,17618
14681,11137
5027,15786
3485,4724
1893,8011
5894,10116
12148,12619
9861,11278
9821,27991
14313,6968
16916,15663
15395,14934
9554,15603
13980,29449
14227,24976
5319,35954
5752,13613
15108,9534
9398,5957
4624,19616
14869,4193
2485,20377
4466,14240
859,5785
18316,18328
17869,24223
1021,10808
14697,11866
4986,33699
8968,5713
4649,29695
10687,11441
16222,18837
4837,5059
6754,7337
5941,26265
10806,5464
1174,8546
11923,9875
4683,7685
9527,4602
14850,5789
1960,12551
430,2890
4712,2978
11187,18213
14117,7642
7622,3034
14230,8630
9476,4593
6005,21778
14558,37311
15131,36008
15486,50321
2743,6792
2864,8671
2560,31826
4664,4062
15769,17618
15414,6200
14404,8194
7887,1170
986,4772
17511,12752
17659,30193
15093,38447
5449,11529
2210,14643
10974,9448
9528,10172
10878,5612
11532,14153
9445,1196
15546,15752
13952,24003
13479,4688
6027,14642
5994,36808
8344,13139
5480,16440
11100,10437
1086,9111
1518,4793
14062,1846
7107,2850
15542,18410
16775,5442
7143,68667
4395,9423
12259,18576
8435,19074
4239,5713
3960,5850
4272,16036
14143,41461
10095,9910
6787,10327
14904,10015
727,3023
3375,22919
10162,64820
2617,15369
6837,30327
8969,6509
5194,2625
5036,17241
1851,5056
2269,19877
8705,3415
785,10647
10970,3524
12838,12866
17993,6388
10007,10324
13354,5541
5192,33016
3660,5006
16368,12375
10755,8340
970,5231
15199,30405
7402,11712
10808,13460
18453,16579
7319,13966
17044,15925
1346,9827
11056,4397
1438,3827
18838,5367
4761,7482
9788,15523
3632,11191
5524,21366
1335,7688
14787,11340
9700,16107
3467,29020
17190,16146
14644,14348
12087,15568
11484,9520
9914,10449
15245,63023
14811,7169
6500,5695
1415,13712
15374,10734
375,13485
14643,27807
4909,20672
3600,5736
2491,8849
3376,10428
9926,10296
3608,8072
12642,17903
1151,8436
178,5975
13967,7527
7603,34488
8481,14659
10370,23057
3083,12830
18374,5386
15101,7160
12876,12990
16063,8502
15680,12992
9934,13835
10787,6732
7820,27102
15136,4884
2543,7761
1508,11365
14541,17599
8740,23653
2567,23531
177,8542
17382,6475
4642,5315
18662,9147
18975,26603
10496,5962
11337,3926
15480,17361
18188,4507
3139,6692
11579,9279
6527,10856
10850,5202
12326,14384
9326,8943
15798,5667
11589,32548
11212,12257
2652,16343
10221,30558
17830,3002
4348,20770
11950,20205
15750,13713
16761,17735
2596,31986
13125,12292
2610,5860
17478,37403
14232,21671
9594,13544
18263,7694
5146,7454
10677,16797
830,5552
3988,2377
330,5440
6311,8904
11880,43694
8015,6574
11254,13498
17299,14778
14370,28391
19179,31160
18534,17347
8220,10949
11911,-1998
3958,5740
17631,6470
11942,28869
16976,16391
5358,20234
18378,13154
2249,20489
12488,3603
13713,6120
2126,12355
6019,1626
16362,8865
18599,28512
15119,6659
19056,42936
10877,12067
12350,4311
14046,11957
15347,7012
1253,38288
14045,3594
654,12920
11462,13808
4845,2701
1863,11284
9274,39652
7185,31181
8898,4612
8026,12397
10071,16066
17138,12559
2870,6293
6533,23970
16541,13396
5551,23701
15010,13504
14341,4060
1810,25072
14116,5085
10706,2861
4942,9595
9836,6772
2119,6098
14714,13711
17318,4548
1664,14834
14719,11191
11147,17033
5049,16878
4382,43000
18350,3274
5787,5979
783,30120
4298,25397
13344,18282
6373,21266
7144,26118
3899,8542
9975,21277
5984,10378
6677,17827
995,10355
15728,13615
8397,14005
3163,31524
9595,17249
16180,4943
7991,10995
5629,10613
1632,6881
12559,12781
824,2788
18189,22142
18536,15053
13380,19385
7292,11500
1304,9225
10233,19748
604,13080
3791,21782
17314,5832
4769,29087
18243,20244
17927,5441
16105,4311
10525,11108
4926,18689
10418,4350
17932,24050
6125,8844
12335,6337
7009,10708
1175,12852
9552,4958
17345,15525
5600,21105
9511,30492
18812,31117
1291,3829
1371,11056
3252,14910
9536,25355
6493,3515
14319,11575
9148,2132
18946,21816
12115,10665
2177,15835
5680,18262
6813,1338
11734,18399
11013,22790
15170,10496
4012,12823
18690,3045
17120,7304
12717,12509
3393,11137
15793,22529
2649,4317
13587,3594
3873,8160
16641,6432
15167,17081
10704,13811
13469,3512
16568,32204
549,7441
10183,3918
4437,11676
12936,13625
10656,33996
6880,25405
8427,13743
9204,10674
6913,20021
2839,9370
6964,12385
13381,10953
14782,7017
7939,17243
4538,14972
10032,4454
17548,8916
4621,8119
19101,5992
4107,10555
2162,13110
5363,21531
9036,31120
6140,18160
7326,10975
6295,16596
4586,10324
14747,11423
14026,9379
11592,19564
2971,21585
12698,6862
9060,14145
1598,7174
14185,11657
2641,32235
8340,27222
15418,16066
5474,4393
1173,11433
13294,15737
12711,17193
4369,2931
18511,19995
7268,11307
10902,6702
17272,14980
1442,5722
337,17730
2324,7125
4961,5221
19154,7223
3601,14640
11135,14280
19163,3670
12648,17581
13297,16679
3029,11754
17035,977
17814,12629
15264,10900
1245,18358
7489,7966
5806,10732
5860,23319
7332,14926
15912,26129
4530,43435
3605,6272
15840,10348
15176,25340
2837,7360
6580,13529
3210,11506
7311,13439
5784,13912
18204,5731
7417,18218
11706,5040
2577,3425
2766,16579
7893,14002
3351,6739
5808,13105
9918,7442
3834,29645
10849,38946
6522,5100
17457,15310
17248,11631
5952,3714
15690,14320
7637,12904
690,14795
9620,2132
6519,10040
10312,33264
1383,27882
5515,19795
12634,21559
13490,9581
18645,24633
5998,3847
6361,19944
13455,17010
7350,12693
13123,15250
5187,20707
1724,10116
15808,24930
5082,9355
4359,4938
10297,7010
3651,28354
15601,20592
9775,4753
6858,38038
12414,8137
15704,5423
15150,3896
2424,7286
15942,3206
9748,13987
6025,13584
9135,24807
253,10763
15172,7130
7737,15499
16415,5414
11912,11504
122,8695
810,9052
15754,18968
13330,53389
16524,13686
5437,6842
18591,532
14853,8033
5247,4589
7406,18255
5657,6399
7288,12569
863,12311
2937,7390
10343,9932
18092,12421
2887,1675
18961,9931
15500,4279
5650,21836
3179,41318
8251,22175
7479,20976
10515,28351
3716,15042
10510,8189
15956,22488
18971,3396
7126,5210
9787,14705
12094,5705
14249,10324
15236,7432
13327,2198
6382,7886
18871,3408
2336,3829
4194,4267
6099,10159
3740,7223
4356,16174
5014,8499
8748,15393
9259,29985
13795,6961
11908,36413
11527,5447
8815,14024
9916,7718
1491,4832
16632,26585
11713,28718
8611,13259
5427,2198
9436,12901
7224,14268
10715,22523
9,20866
3417,11300
3431,8891
1299,47178
9643,12489
15444,8369
11133,26708
15879,21926
11253,6814
15383,12596
13555,4044
10774,1363
12465,16835
15606,7523
18876,5006
17852,32870
10543,5144
11887,15540
17579,3938
3206,22571
10123,1949
18268,9275
813,8749
18495,14917
6310,4955
13172,9729
11204,15929
5156,12475
13408,14745
9965,5440
4963,10727
14085,12634
19224,25725
11053,11363
10794,17424
12122,21247
16270,31911
3054,18351
7239,24786
6681,5781
13265,69546
10731,16062
17338,5660
6789,906
205,25978
6940,14307
10030,9906
217,14026
10824,14349
16772,1933
748,12251
1818,8298
12575,25118
10423,81073
18015,12852
13817,7125
15549,12684
9980,13864
1496,13962
10172,22434
12249,17261
780,4193
18381,21147
6992,11104
4336,12566
902,36605
5209,9530
10690,21653
15679,8201
1811,14027
4429,2644
7623,32486
3700,7155
11856,12616
8172,5751
3510,23180
936,10203
18693,25576
4935,27010
7137,26423
7162,10427
2214,13502
9273,5785
14075,12224
7377,13945
12733,48001
14786,10771
9303,7412
1796,12303
15657,15236
3831,15234
339,19964
14463,17681
9537,15758
6333,18617
18696,18900
3702,12555
7192,8616
4992,6693
99,10632
10303,5850
487,11020
6399,5240
736,12512
16093,4461
956,13862
18347,11994
17199,13025
11967,12282
15928,14819
13167,14333
14983,10284
18578,6002
5616,20398
10490,17061
7303,7675
13320,32435
4539,11959
17013,6582
1458,26705
6,4003
14013,6465
4266,16036
9385,9331
950,9070
12086,15217
3685,9803
11006,11644
2171,5267
5306,3912
2975,4091
12478,14006
4764,29816
1344,12709
13027,41364
12372,4091
3387,2318
8591,2945
11448,5739
18784,14990
6962,28968
5692,7508
12288,11200
16286,13188
8086,11821
8027,41303
4812,51784
16204,23264
12079,11700
16164,28351
15321,16903
7276,36153
9628,9132
6790,18216
17372,22290
16636,32282
12042,9891
14688,8793
16975,10840
16274,24465
8261,36159
9483,5856
6796,5535
12743,15980
15039,24758
9522,20992
17524,3343
17018,4744
18387,15189
18862,28109
2729,10709
14789,22454
669,16229
13852,1465
6604,18452
16109,12761
11620,15638
12652,32004
7678,10341
2608,7410
7128,9850
18651,15264
1,19898
14970,6154
2726,29695
10235,20256
11104,4243
15780,34464
3476,5785
11921,15129
5415,21735
1625,23545
16508,12261
16954,16842
10154,10788
7327,8992
16490,27194
14476,29781
4517,6517
13958,13091
10779,5338
6189,11759
10364,3657
15327,36547
13666,8136
10202,9986
6396,8671
1776,6244
9933,5689
19011,9427
4575,5861
2650,17821
11870,17354
17206,8116
16979,4037
5084,27121
19081,5426
13369,19659
17007,5098
10807,12261
16718,54298
15753,13967
10673,15266
273,18700
16888,47766
3296,31885
18753,7381
2435,26439
2920,6351
10494,4127
2284,6023
8174,25360
8532,3483
1577,19781
2247,5653
17391,5268
15243,8459
18523,10526
17074,8494
1206,17761
14686,4521
4095,23041
14773,11576
10667,9744
17949,4220
18240,8229
5350,15143
11497,19143
3706,12848
157,30982
12964,15925
8044,39167
3401,10210
17580,5745
334,13980
11848,17100
14409,19940
4282,10410
10320,7076
10159,9027
12180,4153
4486,30798
2893,29695
17904,28065
9997,19532
6116,16326
5999,18408
7041,19625
9397,9349
14213,30210
3828,6097
4561,29024
19188,54044
2826,5907
12924,9012
16917,15168
17293,2410
8441,23421
12457,5887
8356,23824
9672,10484
2583,30441
9120,90484
1631,13647
19116,1746
3270,14704
12301,13883
8698,12985
2433,9204
4101,18838
8543,4590
17680,4157
499,3317
2897,6813
6060,10941
2501,12322
171,42471
4218,7397
158,8077
5353,5128
7060,10265
16703,10053
5463,6707
12264,19127
18048,20031
17174,10087
17718,27272
18038,831
18660,7576
9249,20785
92,5380
560,45169
1639,6018
14412,5186
3436,18220
14693,2797
16594,22211
17567,16993
10605,19847
17282,5968
13725,4138
3799,37152
6612,12852
7977,14241
1762,38915
6158,23989
14428,36929
1309,6671
4122,7868
11613,13272
12385,39854
19135,25238
775,8074
5366,11916
17760,51707
2655,7244
12436,11020
749,14271
11476,22874
4039,9971
9912,49012
6736,13632
11433,17821
1044,17242
7862,12809
5866,13205
13000,3843
2322,29977
18198,17756
9201,20021
7476,21819
16036,5859
12636,5251
12117,3445
6006,8919
12769,4178
3208,4755
8173,24080
4059,13142
14723,16118
12341,11969
5290,4891
7690,15506
9047,22153
2703,15098
15582,23432
10803,20761
2229,15525
2750,1755
14070,5442
7321,15984
10622,12466
3310,17807
15293,14885
15011,8073
8547,47120
18258,17322
3076,32666
17437,7220
12316,7050
11117,12046
129,7145
8,10327
15319,6731
7309,10004
16332,4736
14584,3832
14020,15640
13222,16036
17712,3067
8915,15140
7590,57174
10225,37308
47,40478
8191,10445
14586,14814
15289,15915
12687,6775
13093,78676
2135,18438
6223,22150
4702,35858
7572,6045
16973,15329
16706,12820
1340,11534
18849,17325
14240,8570
9750,1324
10750,8265
16492,9175
4428,15586
17497,3476
7735,5978
11413,11546
4783,9326
3478,55715
14634,11656
1345,37310
7634,18054
7800,23781
19173,8338
10864,14981
6059,32002
17564,4626
15524,7758
16877,4687
6733,18526
7368,6333
11852,9488
16262,10508
11675,5096
15684,29850
14281,30343
9514,2093
4736,10197
9696,40430
2947,12859
391,10744
2149,4536
1410,20591
8916,7915
12154,17178
8273,35366
7927,16546
11392,17809
5655,14753
15744,38733
14170,16796
4182,10336
9100,8771
15668,9809
10471,13429
9421,5860
2558,19665
7629,1229
16730,12176
10926,7929
2172,4171
1973,7245
15461,10073
12038,14573
15214,13173
14527,19160
4894,14447
2307,11823
10777,25957
17082,5085
15648,15743
3805,6646
17822,17430
10672,43130
6350,13613
6463,6525
3622,6757
883,14884
2698,2410
586,5865
2974,6366
19063,17993
9347,15525
10063,14882
1359,10432
18161,13110
3326,12848
5843,13887
14756,30193
15060,5541
16420,12850
12595,12644
10654,4676
159,29071
17400,24533
356,6570
7849,16849
17325,17948
12752,18357
11655,5147
7052,11575
3124,30710
2706,4468
5347,16373
17824,8671
5704,17542
12292,5052
18371,7679
6824,8572
14287,6344
2568,4881
12563,16048
4748,12261
3464,3400
7152,38217
16224,9801
5261,14447
11792,10417
18621,3705
9962,22423
15481,9299
2783,33172
16158,11364
2217,30453
9590,14500
12783,7347
6651,6440
7130,8712
1440,7076
17882,4193
1002,11078
15008,3519
16298,17098
14822,11206
17683,28359
3956,5066
13803,10327
14945,57599
19139,27825
3152,5850
4543,4051
7607,16964
15016,10188
566,5140
11469,38065
2474,13347
9183,21019
5468,3396
2331,13077
13989,13141
18101,4789
41,44533
11927,10894
10122,6383
12430,42859
15185,11320
442,11006
7522,19744
14550,10595
201,22264
3655,5081
15494,14416
16473,11778
1284,12333
19043,7095
2574,20983
11363,20087
1128,30585
6848,20890
15497,15541
2314,12080
4062,4658
5861,30398
10532,6550
6741,10464
8640,24791
7172,7346
8944,48303
3537,2247
12239,14075
8652,17652
1563,3594
10709,15786
7611,7168
11472,6127
4425,15816
12344,32035
6977,6290
13863,9157
763,11544
6038,27797
12393,10980
3527,13961
15054,19627
14305,7454
10453,34308
14182,18181
15413,95220
7748,13295
4853,8365
17833,7688
14042,10353
6628,24085
2469,2193
11567,4309
15796,16251
12033,3656
509,31538
17210,15258
6951,21111
10802,19960
1497,10614
14017,17511
13394,14961
15790,10666
5736,7111
5905,43072
4711,6257
9512,10324
18584,16304
6929,17718
4917,10248
15303,35459
2457,6999
818,8450
1096,18547
6013,7393
11764,11424
8104,14079
8470,7193
15059,23430
11566,3571
18173,6515
17662,10083
10319,12384
18196,5006
1867,31763
9828,22214
16591,39756
3493,9751
10645,36404
12573,9211
15512,8095
10447,9814
15945,41280
7771,7497
3739,8415
551,13677
15212,5359
14817,5237
2356,26560
1985,16110
14668,2993
3778,6182
8900,13954
10331,39354
3848,14939
3457,21855
2477,11819
15806,8780
9984,2437
4630,13835
15465,6397
14400,14040
9296,8572
19014,36594
7595,22252
4532,12261
7176,3843
1278,19751
15843,10232
2742,25121
1255,7116
14866,2154
1621,13704
5434,18948
2662,6614
11348,34796
18363,33625
4066,12509
15426,30845
19015,9441
3345,12787
13825,32951
80,4589
3395,14885
15932,19898
11101,27194
11243,7307
2161,25258
14783,23080
18117,12772
8726,8036
13463,11387
11996,4084
2142,42049
9863,23232
16852,16223
17113,32796
4394,12748
12890,11550
4471,10513
17265,9304
16132,11405
10987,17191
7928,6848
16005,11866
11378,37764
6335,52207
6939,10713
5220,6957
5691,12741
9486,30851
5548,3645
17863,10591
1455,6517
10594,6326
16697,39542
3827,4014
2624,9735
7452,7709
9240,15385
6637,10265
2448,7084
16444,20160
17862,23249
17947,10276
6428,35939
5781,28822
17775,20224
12787,5902
15203,14796
6541,22903
5053,21097
2654,5850
17681,1105
9256,10449
6144,12733
8319,12712
3877,22947
4058,10440
8984,13046
7951,7428
3144,17508
16630,4675
7588,7654
18958,45205
17053,6801
16085,16980
19023,9798
19192,12585
3121,14424
580,19738
229,23545
11773,17102
15532,12852
17286,35771
12915,4580
12906,5883
3416,19748
14676,7522
79,5760
3320,12748
9710,40759
16060,22953
16712,10051
15715,11527
10141,9256
4448,2410
18996,3798
2459,20654
18737,8943
3780,7326
2748,15464
12357,20228
14065,3555
17128,10890
7277,25072
9815,7101
16647,4630
4495,14479
18617,39562
9175,18051
5308,31819
18415,6198
407,10276
17684,37301
15126,18488
7315,17984
14466,16323
13102,5675
7947,27914
18483,17735
3173,6397
13216,14190
17252,6279
8455,16446
607,5858
3504,4404
12449,24384
15068,17249
1399,18650
7890,31751
2240,13898
5208,17187
9678,23545
11986,30525
13218,2332
3150,10031
7017,14917
2682,7649
12377,5428
3969,2505
5661,4850
136,7904
1261,23590
15803,4775
18951,18596
2329,3645
12990,14569
10256,11300
2686,19385
13179,35469
13931,43207
7188,19897
569,24028
12697,14231
11855,11903
5490,12834
6901,14723
230,12326
968,4951
12149,12607
3924,12243
7083,-1998
16834,4016
8601,15631
16359,16879
11507,7102
13629,10270
15626,16649
998,2625
7624,28231
16430,14015
9460,2856
6707,14924
1120,906
4314,30905
9656,30918
5743,4832
10404,6123
7022,13428
890,7084
3500,11661
3201,6824
4611,16194
65,12874
10070,8350
12444,6086
6601,11004
17498,1407
13779,5681
15098,30859
16120,21745
8926,9964
185,13631
3327,15618
1487,21843
1319,14897
11418,15130
13994,11754
7000,12977
17499,14255
18309,9537
18413,5558
3434,23638
15620,32155
5990,9028
6231,9219
4577,13246
12530,7688
6356,16283
12857,11722
1426,23911
1419,4655
16450,5423
2719,32205
912,17314
18609,13180
1802,4263
2377,20673
14220,5017
564,4983
13041,12845
18515,5060
13965,9825
14912,10546
8841,6985
18063,19261
5503,2675
13984,45115
14536,21641
10434,8182
5442,6351
17828,10507
3598,21007
18721,11832
1547,2863
12380,18896
4821,22465
9455,10428
10024,6696
11920,53974
4533,6203
1277,13668
2074,17564
747,8001
14925,12407
8574,7742
6304,25355
17032,12709
1841,39174
17423,13746
10350,11470
9649,12575
8029,27514
5887,3829
6840,3445
8580,8627
9077,9537
11794,6023
10606,15493
14743,10658
3084,5653
8057,41784
2683,29761
4610,4610
1483,45875
9322,12795
13511,7284
10275,7975
16179,16371
6051,11677
1431,5172
9423,27047
3004,7925
8204,21719
7058,10819
7291,25882
8666,8966
13482,12829
5411,3432
12521,44926
18908,17366
10551,3996
5533,5806
10727,16295
18146,16805
8313,25519
6485,23165
7379,11598
1336,26046
16115,15127
2031,9148
17127,7526
6821,4654
1274,22736
12279,3811
5008,40959
6620,11624
14002,7253
6994,3740
2741,8640
2372,78476
5733,29280
8311,14742
6495,24317
10393,23877
1034,10649
16898,26348
14156,10718
12623,24434
7138,5440
13066,24310
3667,16601
17573,11575
8002,28562
501,36328
10157,10824
3637,23242
18249,12967
10169,16321
376,38389
4593,9136
10868,12437
9740,47665
1039,10464
4752,29071
3374,1755
7963,11467
13313,4311
6391,14016
196,3450
16195,10175
2239,17827
15588,12261
309,20622
9242,3972
1548,44533
8690,4765
12228,14083
8274,7644
19082,14757
528,14671
3671,6198
1947,12036
10996,18964
13269,2950
16227,11297
1982,7116
18403,13979
13875,14881
13126,3676
15435,1465
12845,3512
1659,15472
5197,3338
5206,3593
12867,27696
1670,14566
5618,13215
9114,37272
5333,6012
17203,19939
18279,1796
8939,19967
15132,5221
8755,59742
16256,7220
17840,10221
603,9089
638,11567
6600,13277
14748,6886
6169,9209
9330,7253
4302,9857
8112,34191
13158,10621
1989,11462
15355,9176
18622,24301
17733,48657
13315,4588
17422,4403
14068,21492
3511,7483
1467,31652
11422,21969
5571,35271
13680,16406
9384,11930
1377,10284
14233,14406
